@RELATION svmclasmetal
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {classical_w,metal_w}

@DATA
0.024094,0.012994,3.209793,0.084500,0.159561,0.032947,0.004891,0.030466,-27.818421,3.274444,-0.839526,-0.190995,-0.141734,0.216186,0.060310,-0.042486,-0.004461,0.076834,-0.044334,-0.022952,-0.000446,0.064113,0.005441,0.030339,0.003297,0.010018,0.008305,0.032690,0.017333,0.021289,0.006987,0.015799,0.002471,0.029702,0.004004,0.017082,0.148366,0.021200,0.031876,0.018274,0.005579,0.004551,1.691986,0.500304,0.352356,0.347887,0.265563,0.266174,0.291367,0.219688,0.226708,0.244572,0.235255,0.193519,0.168383,0.040334,0.005555,0.018813,0.002453,0.005485,0.008726,0.022182,0.015555,0.010277,0.005498,0.013898,0.003195,0.009661,150.000000,0.071782,classical_w
0.021611,0.009385,3.123565,0.078764,0.153459,0.018184,0.013272,0.028230,-27.650749,3.498590,-0.987608,-0.211500,-0.323938,-0.080140,-0.262822,-0.292561,-0.339527,-0.056102,0.117183,0.077975,0.056824,0.010119,0.003001,0.027453,0.010730,0.010971,0.060992,0.023924,0.004769,0.009883,0.015954,0.025778,0.001930,0.033579,0.004454,0.008232,0.220950,0.026546,0.039211,0.017647,0.011617,0.006126,1.307091,0.577078,0.413784,0.380104,0.361037,0.349060,0.341689,0.308609,0.304390,0.262153,0.263950,0.245003,0.253639,0.013796,0.003353,0.025993,0.012274,0.011756,0.049795,0.020975,0.010308,0.013814,0.015658,0.020721,0.001948,0.012539,240.000000,0.124444,classical_w
0.023472,0.020939,3.162266,0.082214,0.155081,0.025614,0.011214,0.028975,-27.156992,3.045346,-1.013781,-0.456037,-0.496672,0.083906,0.174223,0.036006,-0.204693,-0.097554,-0.170857,-0.118717,-0.049899,0.030880,0.002423,0.038025,0.040115,0.025554,0.008044,0.016849,0.010399,0.006272,0.005627,0.007235,0.020984,0.036773,0.004043,0.019527,0.209554,0.024680,0.037801,0.017478,0.011745,0.004912,1.245724,0.515744,0.329196,0.301799,0.355784,0.286663,0.285116,0.325758,0.287220,0.288551,0.308143,0.226164,0.183775,0.027671,0.002640,0.033342,0.031740,0.027254,0.010151,0.017531,0.016902,0.007683,0.007414,0.007968,0.014864,0.014371,300.000000,0.098655,classical_w
0.019799,0.013740,3.156585,0.083770,0.160961,0.023689,0.005780,0.025224,-27.577148,3.710888,-0.497813,-0.132362,-0.233366,0.011401,-0.085851,-0.249661,-0.268497,0.091912,0.125430,0.065980,0.121772,0.022762,0.000760,0.013436,0.037996,0.046951,0.011369,0.032440,0.002132,0.013664,0.015012,0.008458,0.014750,0.029620,0.004121,0.010621,0.123480,0.024147,0.033993,0.015245,0.004993,0.005308,1.250140,0.574026,0.357739,0.260828,0.256791,0.222181,0.226046,0.207555,0.213784,0.236871,0.198448,0.169085,0.165078,0.019131,0.000590,0.012329,0.026850,0.027895,0.012850,0.017925,0.002909,0.013391,0.008022,0.005401,0.013627,0.008669,200.000000,0.087059,classical_w
0.045880,0.026623,3.247484,0.089765,0.130071,0.199901,0.005087,0.068182,-23.894049,1.333816,-0.867627,0.066837,-0.571283,-0.229894,-0.116354,0.233063,0.296315,-0.022113,-0.206558,0.003475,-0.065632,0.015377,0.025969,0.013472,0.019057,0.011636,0.006301,0.008603,0.006587,0.015333,0.008335,0.022090,0.005179,0.017710,0.007834,0.014129,0.050912,0.016280,0.030735,0.094035,0.002300,0.011571,0.763204,0.357780,0.275670,0.328361,0.274397,0.269476,0.272074,0.248645,0.263238,0.239619,0.242561,0.258561,0.221039,0.015029,0.024863,0.010112,0.013223,0.010717,0.006872,0.007403,0.009490,0.012233,0.008016,0.013552,0.005194,0.006106,171.428571,0.109937,classical_w
0.033878,0.011333,3.185004,0.086093,0.139488,0.166302,0.007043,0.051131,-27.048435,2.000088,-0.473813,0.043948,-0.153150,0.092152,-0.039439,0.156027,0.166925,-0.072054,-0.318701,-0.191104,0.005281,0.017239,0.034851,0.033015,0.016724,0.014891,0.005761,0.056312,0.003541,0.008399,0.010560,0.029876,0.003243,0.032320,0.008899,0.009213,0.092189,0.020016,0.032468,0.103576,0.004002,0.017602,1.232371,0.435886,0.283461,0.282965,0.246894,0.231795,0.224731,0.225755,0.210309,0.265096,0.199862,0.200342,0.198467,0.014951,0.025403,0.021246,0.016874,0.013267,0.004858,0.039191,0.004240,0.007915,0.010659,0.017007,0.003628,0.010283,171.428571,0.133028,classical_w
0.035191,0.029759,3.225161,0.085710,0.136811,0.142733,0.005859,0.050200,-24.473810,2.007405,-0.580652,-0.081460,-0.407639,0.016500,-0.134985,-0.011783,-0.184519,-0.015249,-0.003363,-0.067584,0.030428,0.014069,0.011046,0.019256,0.019080,0.022823,0.012473,0.013573,0.002312,0.008634,0.012629,0.012821,0.004192,0.018485,0.007546,0.014655,0.069259,0.017347,0.032544,0.078372,0.002932,0.014578,0.693331,0.297970,0.267147,0.248116,0.236002,0.217446,0.248150,0.249781,0.234624,0.279191,0.266766,0.246195,0.214823,0.014792,0.010544,0.014420,0.016355,0.018911,0.010511,0.012454,0.002290,0.008566,0.008965,0.009148,0.004708,0.008676,150.000000,0.102174,classical_w
0.031794,0.014983,3.179548,0.083640,0.139060,0.174175,0.006110,0.049041,-26.020668,2.119783,-0.189688,0.074810,-0.011464,0.188646,-0.180805,0.020458,-0.167907,0.121457,0.019744,-0.089260,0.015946,0.011340,0.008141,0.033349,0.019629,0.022801,0.013535,0.084185,0.003041,0.009247,0.011582,0.031102,0.002939,0.034544,0.010131,0.012990,0.087923,0.021331,0.032283,0.104208,0.003660,0.017779,1.498031,0.526148,0.302575,0.261888,0.240296,0.265560,0.215836,0.217324,0.216630,0.241107,0.201772,0.200227,0.181569,0.009082,0.008255,0.024370,0.019724,0.017400,0.010725,0.062607,0.003264,0.009081,0.007984,0.016298,0.002671,0.014523,240.000000,0.088235,classical_w
0.036730,0.024289,3.203539,0.089933,0.145232,0.124043,0.007047,0.052858,-24.869724,1.856468,-1.034676,-0.243887,-0.499261,0.107726,0.235072,0.140544,-0.148685,-0.121985,0.012026,0.083139,0.089387,0.004297,0.011886,0.013392,0.015143,0.019647,0.008216,0.022185,0.007988,0.010405,0.010556,0.011297,0.002102,0.016433,0.008037,0.016743,0.104568,0.022532,0.037140,0.077570,0.004607,0.013841,1.436644,0.470860,0.307277,0.294555,0.268895,0.258362,0.293128,0.285236,0.270121,0.296727,0.207493,0.210803,0.171533,0.004798,0.014527,0.011051,0.013139,0.014841,0.011349,0.023276,0.009380,0.011585,0.008991,0.007812,0.002052,0.008586,300.000000,0.078759,classical_w
0.033749,0.017019,3.227770,0.083349,0.136554,0.149659,0.005433,0.049446,-24.903691,2.163277,-0.431826,0.030723,-0.392962,-0.084778,-0.099563,0.114744,0.016258,0.132018,0.103038,0.025015,-0.028677,0.010459,0.013690,0.019265,0.010066,0.012496,0.013696,0.026747,0.003722,0.009788,0.024673,0.028623,0.004371,0.020632,0.007355,0.010371,0.055384,0.020124,0.034815,0.077831,0.002500,0.014469,0.874961,0.377934,0.241847,0.280045,0.246949,0.212006,0.254506,0.237581,0.244109,0.245578,0.250450,0.231625,0.202883,0.009644,0.016478,0.013818,0.006527,0.010666,0.012386,0.018842,0.004580,0.007601,0.014167,0.017217,0.004526,0.007115,150.000000,0.122494,classical_w
0.037293,0.023580,3.217123,0.089944,0.143701,0.229016,0.005887,0.058684,-25.101314,1.816283,-0.485480,-0.230865,-0.154895,0.259597,0.052196,0.181938,-0.122627,-0.122833,-0.071728,0.054630,0.161095,0.011656,0.004150,0.030218,0.012795,0.026551,0.011729,0.057352,0.002771,0.003804,0.004757,0.016100,0.007868,0.026929,0.010297,0.018082,0.076094,0.021494,0.036122,0.112290,0.003207,0.022964,0.942924,0.478225,0.369990,0.357845,0.296315,0.287535,0.268858,0.326191,0.260642,0.292300,0.224496,0.211225,0.244933,0.013832,0.004706,0.024198,0.009528,0.018076,0.009571,0.042191,0.002668,0.003506,0.004331,0.011465,0.007912,0.011898,400.000000,0.087760,classical_w
0.032796,0.028348,3.210668,0.083653,0.137950,0.142197,0.005369,0.049374,-23.545063,2.163244,-0.550915,-0.137310,-0.420432,-0.096743,-0.210226,0.064932,0.093942,0.073242,-0.012191,-0.093989,-0.046089,0.025106,0.005978,0.020800,0.019189,0.014123,0.014798,0.035543,0.002557,0.008073,0.008933,0.027183,0.027664,0.022062,0.007412,0.011340,0.068609,0.017615,0.031249,0.077365,0.002210,0.013206,0.643198,0.359187,0.249550,0.209852,0.207504,0.194615,0.234463,0.233677,0.208144,0.231102,0.217459,0.217038,0.182785,0.021049,0.004993,0.014859,0.016737,0.012431,0.016696,0.021598,0.002514,0.006637,0.006438,0.015967,0.018373,0.007108,400.000000,0.087420,classical_w
0.027022,0.009886,3.205133,0.090399,0.165062,0.040199,0.004234,0.033303,-28.136235,2.774623,-1.203433,-0.530620,-0.506671,-0.067347,-0.254404,-0.394631,-0.413929,0.136758,0.131134,0.098709,-0.080392,0.007454,0.009079,0.010272,0.014016,0.021782,0.020041,0.082589,0.009812,0.004146,0.015005,0.018520,0.009224,0.032142,0.003968,0.011864,0.162870,0.027549,0.037307,0.028589,0.005632,0.005447,2.000662,0.561301,0.345796,0.290661,0.289855,0.253037,0.230948,0.206989,0.201560,0.196962,0.170709,0.174217,0.142041,0.005161,0.006345,0.010049,0.010433,0.016395,0.015028,0.034190,0.006493,0.002481,0.008843,0.010412,0.006063,0.008839,200.000000,0.101010,classical_w
0.021677,0.021945,3.193489,0.075468,0.152630,0.019725,0.006358,0.028394,-25.761734,3.679642,-0.630717,-0.041636,-0.276558,-0.008666,-0.049845,-0.199489,-0.343300,-0.085959,-0.058044,-0.081928,-0.185985,0.062651,0.001679,0.019978,0.019024,0.020559,0.009627,0.048264,0.004865,0.016881,0.006383,0.008068,0.008820,0.029175,0.005056,0.023535,0.108218,0.025707,0.038115,0.016919,0.008677,0.005264,1.071204,0.529330,0.375008,0.292811,0.227576,0.230600,0.261482,0.229498,0.268334,0.250792,0.208418,0.192036,0.184808,0.042996,0.002028,0.016416,0.016586,0.012936,0.006774,0.031724,0.004775,0.016094,0.004708,0.004813,0.008432,0.010983,150.000000,0.084746,classical_w
0.017594,0.024501,3.098188,0.087755,0.166467,0.054816,0.006838,0.022402,-26.829931,2.776188,0.083668,0.112444,-0.260978,0.164992,0.120831,0.228780,0.142384,0.079537,0.125659,0.025172,0.027885,0.017392,0.002058,0.046642,0.009296,0.024271,0.007554,0.159950,0.000959,0.006479,0.010224,0.030988,0.006632,0.047654,0.003964,0.006686,0.091514,0.019731,0.028071,0.025934,0.003352,0.003889,0.423339,0.250906,0.166180,0.159629,0.168971,0.159083,0.160124,0.158064,0.143787,0.139142,0.128347,0.128651,0.147284,0.009028,0.001348,0.026979,0.005218,0.014951,0.004281,0.057265,0.000835,0.004536,0.005175,0.018137,0.005948,0.012864,300.000000,0.102620,classical_w
0.028178,0.022061,3.216527,0.080486,0.140090,0.102432,0.006483,0.042253,-24.407467,2.382628,-0.332595,0.206148,-0.253967,-0.029608,-0.303983,-0.042071,-0.135293,0.083854,0.104590,0.129024,0.033418,0.017859,0.010074,0.028151,0.016929,0.014221,0.030384,0.033025,0.002018,0.010113,0.013476,0.042603,0.005068,0.028380,0.006972,0.010688,0.058967,0.019056,0.034011,0.047844,0.003030,0.011053,0.539924,0.336176,0.287397,0.305483,0.271510,0.235999,0.232318,0.239453,0.278964,0.250921,0.203488,0.244944,0.209159,0.017507,0.011374,0.023114,0.019256,0.011049,0.031735,0.025163,0.002560,0.010080,0.012413,0.034818,0.005451,0.011484,200.000000,0.102908,classical_w
0.047697,0.028839,3.239849,0.093337,0.133112,0.308420,0.004602,0.073857,-23.409636,1.269282,-1.074303,-0.358102,-0.644278,-0.280518,-0.296789,-0.188413,0.027010,-0.013569,0.061333,0.014881,-0.085656,0.015395,0.019320,0.013673,0.015349,0.008180,0.017430,0.013063,0.004096,0.009435,0.014080,0.025131,0.014752,0.018667,0.008874,0.013460,0.053201,0.017956,0.032336,0.120355,0.002327,0.014863,0.608311,0.444041,0.295336,0.261384,0.228990,0.257256,0.241161,0.237716,0.246296,0.223247,0.264401,0.240801,0.191474,0.015201,0.021734,0.011085,0.015314,0.007855,0.014646,0.011289,0.004910,0.008343,0.013799,0.019393,0.013952,0.007322,171.428571,0.086860,classical_w
0.024947,0.027875,3.224747,0.074531,0.140037,0.031424,0.004427,0.036149,-24.702084,3.072350,-1.042192,-0.077146,-0.593280,-0.154264,-0.143120,0.101583,-0.010969,-0.085575,-0.101247,-0.101605,-0.028183,0.009650,0.048967,0.017141,0.016355,0.030738,0.007402,0.012980,0.001435,0.006473,0.019518,0.013293,0.009835,0.024325,0.003852,0.014061,0.058722,0.023558,0.040997,0.018053,0.002509,0.007304,0.520355,0.336393,0.284240,0.258382,0.251646,0.227374,0.211014,0.204699,0.229025,0.207542,0.240100,0.189274,0.173908,0.008316,0.039605,0.011323,0.012696,0.021075,0.005266,0.009728,0.001151,0.003675,0.015341,0.007705,0.007474,0.008961,171.428571,0.093126,classical_w
0.028008,0.029179,3.229637,0.077965,0.140809,0.078456,0.003525,0.042967,-24.023128,2.595648,-0.737742,-0.045609,-0.685128,-0.169927,-0.290170,0.061406,0.207274,0.181328,-0.170137,-0.090584,-0.106251,0.022889,0.006437,0.018735,0.012357,0.010336,0.009520,0.017859,0.000704,0.008561,0.008184,0.038851,0.062048,0.024118,0.005232,0.012572,0.049055,0.021665,0.037194,0.036769,0.002148,0.010805,0.646338,0.300406,0.229599,0.261350,0.236394,0.239383,0.258382,0.214324,0.215387,0.278760,0.204631,0.206132,0.199296,0.018307,0.005203,0.014407,0.009021,0.008344,0.006419,0.011409,0.000716,0.006433,0.004945,0.016505,0.033202,0.006137,200.000000,0.087760,classical_w
0.049903,0.019544,3.209500,0.092893,0.129357,0.312041,0.005485,0.075650,-23.800301,1.408885,-0.873972,0.082249,-0.440473,-0.143591,-0.094437,-0.097451,-0.180413,-0.020521,-0.062252,-0.190437,-0.124829,0.008943,0.009986,0.009918,0.016081,0.010220,0.024860,0.015107,0.003476,0.009743,0.008165,0.020700,0.007590,0.014425,0.009130,0.013397,0.091260,0.018888,0.031948,0.145390,0.002405,0.016313,1.042219,0.372194,0.281091,0.293336,0.241189,0.207367,0.269361,0.322048,0.315876,0.248250,0.245712,0.221329,0.190419,0.007711,0.011804,0.006961,0.013125,0.007755,0.021981,0.012326,0.004374,0.009049,0.008405,0.017953,0.008019,0.005916,240.000000,0.115789,classical_w
0.041715,0.005359,3.209790,0.088015,0.131509,0.245610,0.005527,0.065938,-25.974771,1.957783,-0.669418,-0.038719,-0.370154,-0.001184,-0.041293,-0.059850,0.164129,0.109607,0.102705,0.040237,-0.034600,0.021183,0.005450,0.017790,0.009335,0.008427,0.013861,0.034909,0.002705,0.011628,0.008551,0.034858,0.016384,0.020643,0.011208,0.004222,0.075531,0.021961,0.035323,0.131083,0.002727,0.021392,0.959155,0.411499,0.258197,0.236104,0.229173,0.226770,0.239989,0.220756,0.274955,0.304234,0.244923,0.229131,0.202359,0.018507,0.005195,0.014513,0.008721,0.006590,0.014624,0.027321,0.003039,0.010774,0.007133,0.036754,0.013347,0.008619,200.000000,0.122407,classical_w
0.023373,0.023208,3.198416,0.072188,0.139833,0.033231,0.004203,0.033518,-24.491896,3.211206,-0.832945,-0.156671,-0.623717,-0.152040,-0.059993,-0.063963,0.031166,-0.031443,-0.101996,-0.087571,0.002382,0.025263,0.030334,0.014090,0.021632,0.018562,0.016622,0.029109,0.002542,0.007457,0.013761,0.020616,0.021073,0.023861,0.003639,0.012386,0.056379,0.023049,0.039815,0.018820,0.002211,0.008237,0.433995,0.335604,0.205059,0.200844,0.218671,0.211531,0.217262,0.196976,0.193670,0.199616,0.190600,0.172905,0.202802,0.018469,0.020992,0.009857,0.015298,0.009910,0.011731,0.016578,0.002415,0.005069,0.011463,0.012461,0.014630,0.006088,150.000000,0.101075,classical_w
0.032609,0.010526,3.150945,0.082857,0.133839,0.133831,0.008290,0.050708,-25.005816,2.018511,-0.721189,-0.086440,-0.630755,-0.199491,-0.012274,0.264927,0.169808,-0.010826,-0.162122,0.043966,0.142973,0.026315,0.008674,0.024174,0.009581,0.017933,0.010925,0.022430,0.001366,0.011259,0.006494,0.014416,0.018709,0.017808,0.006896,0.007242,0.105721,0.021051,0.038228,0.076309,0.004436,0.013892,0.700830,0.333734,0.245265,0.259883,0.260663,0.238413,0.258528,0.265870,0.253137,0.273847,0.239066,0.267813,0.185819,0.027841,0.008036,0.018078,0.007982,0.015989,0.013955,0.020286,0.001433,0.010478,0.005674,0.013307,0.020442,0.007770,200.000000,0.112798,classical_w
0.076449,0.019439,3.263152,0.119076,0.136030,0.738778,0.006065,0.120759,-25.062549,0.322899,-0.726748,-0.072916,-0.111167,0.425296,0.036705,-0.192581,0.062281,-0.056950,-0.047740,0.213701,0.160321,0.008352,0.014439,0.011879,0.010819,0.010386,0.007847,0.048222,0.007174,0.005322,0.009252,0.002422,0.019733,0.023317,0.017721,0.013685,0.044800,0.017792,0.027566,0.239668,0.002902,0.030524,1.004877,0.498209,0.293250,0.287309,0.308099,0.322963,0.280854,0.246726,0.253749,0.255118,0.258670,0.275608,0.210456,0.006883,0.014658,0.009442,0.010715,0.009574,0.005566,0.027442,0.006968,0.005430,0.006491,0.001724,0.012791,0.008191,400.000000,0.101149,classical_w
0.067125,0.023608,3.255892,0.110151,0.135684,0.685777,0.005261,0.107580,-24.738895,0.991215,0.209578,0.616826,0.350064,-0.035243,-0.313334,0.220318,0.026795,0.090988,-0.043492,0.034961,-0.004628,0.008074,0.001198,0.021133,0.004534,0.009376,0.002067,0.032029,0.006002,0.006181,0.046572,0.015022,0.006114,0.021411,0.015752,0.012807,0.053527,0.017615,0.028043,0.216470,0.002796,0.026381,0.635598,0.427041,0.383801,0.299854,0.276073,0.305723,0.314314,0.368118,0.388419,0.375350,0.344969,0.235726,0.186071,0.007179,0.001410,0.015286,0.004982,0.012829,0.002696,0.022600,0.009138,0.004766,0.026818,0.009075,0.008266,0.007404,300.000000,0.102975,classical_w
0.043669,0.034201,3.237002,0.097761,0.143762,0.254188,0.011400,0.063128,-24.687361,1.730736,0.228148,0.244823,-0.333268,0.296887,0.005554,-0.148746,0.095845,0.084035,-0.111718,-0.142292,0.013557,0.026245,0.009709,0.008443,0.027321,0.024086,0.002265,0.032502,0.005972,0.010444,0.040339,0.021469,0.002038,0.029689,0.011384,0.021943,0.065822,0.020446,0.035309,0.108265,0.009509,0.020250,0.907956,0.464272,0.277376,0.271646,0.270655,0.237115,0.265226,0.233691,0.262129,0.278993,0.209724,0.203196,0.215395,0.021350,0.008067,0.005031,0.022531,0.015242,0.001628,0.020191,0.006482,0.008156,0.028873,0.012119,0.001851,0.011245,300.000000,0.094470,classical_w
0.055425,0.030384,3.151248,0.101822,0.139505,0.211674,0.011015,0.073935,-24.621513,1.004324,-0.468269,0.802019,-0.274520,0.251053,0.233439,-0.289913,-0.085208,0.260671,0.051778,-0.066470,0.090420,0.010533,0.001170,0.015308,0.004701,0.009087,0.005160,0.015635,0.007402,0.012524,0.012588,0.024579,0.006470,0.017628,0.012134,0.026684,0.184037,0.019386,0.034380,0.158512,0.007477,0.015231,1.079068,0.595292,0.376634,0.282758,0.280388,0.355074,0.337632,0.397276,0.303486,0.380023,0.303991,0.247120,0.218959,0.011569,0.001898,0.015971,0.004966,0.010961,0.005545,0.016124,0.009827,0.016034,0.014565,0.021278,0.007746,0.011055,133.333333,0.112798,classical_w
0.039502,0.018569,3.204777,0.093065,0.141774,0.312892,0.004250,0.064685,-24.578592,1.714680,-0.094962,0.064902,-0.091758,0.301454,0.210844,0.387861,0.187800,-0.112908,0.035853,0.173561,0.135577,0.011092,0.014962,0.061976,0.008971,0.013722,0.012011,0.051738,0.001322,0.002258,0.010771,0.049141,0.001989,0.031442,0.008601,0.006957,0.054996,0.016374,0.029807,0.091643,0.001621,0.015822,0.460341,0.284601,0.248218,0.226645,0.191807,0.226735,0.206628,0.207042,0.219685,0.205483,0.210472,0.187230,0.180404,0.009762,0.011211,0.026468,0.006830,0.008650,0.008013,0.024216,0.001075,0.001615,0.006003,0.020365,0.001838,0.007223,300.000000,0.101149,classical_w
0.068081,0.005155,3.236118,0.113951,0.143546,0.639677,0.006321,0.101812,-28.303180,0.801188,-0.337447,-0.393133,-0.033176,0.367466,0.070321,0.248933,0.091059,-0.097249,0.064228,0.219646,0.097418,0.002106,0.008094,0.032301,0.008905,0.005763,0.022461,0.059739,0.001250,0.008015,0.002305,0.012813,0.001016,0.024160,0.014663,0.002442,0.064562,0.019931,0.029868,0.144472,0.003543,0.023253,1.005476,0.515248,0.375350,0.366398,0.352626,0.314804,0.270946,0.283764,0.268999,0.283620,0.244298,0.214290,0.201805,0.001768,0.008026,0.025526,0.007326,0.004452,0.015773,0.042840,0.000756,0.007796,0.002540,0.009590,0.000892,0.011067,300.000000,0.100000,classical_w
0.051689,0.023167,3.241310,0.100216,0.132660,0.497945,0.004192,0.090563,-23.975561,1.156231,0.025759,0.245170,0.049740,0.222346,-0.042808,0.222207,0.221165,0.001744,-0.032194,0.193194,0.226967,0.010171,0.008805,0.039018,0.006088,0.007696,0.015194,0.058533,0.001490,0.002938,0.006585,0.060964,0.005740,0.028370,0.016363,0.008989,0.044328,0.015767,0.027844,0.210111,0.001426,0.026050,0.390554,0.380693,0.232113,0.241189,0.285273,0.230248,0.241429,0.254840,0.284323,0.308268,0.249774,0.204918,0.183846,0.008142,0.009047,0.020527,0.005866,0.005161,0.010520,0.026076,0.001576,0.003745,0.005592,0.030957,0.006371,0.010696,133.333333,0.088036,classical_w
0.042485,0.012326,3.209261,0.093287,0.138916,0.228947,0.008013,0.062160,-25.442539,1.818921,-0.458410,0.044792,-0.131960,0.320268,0.044285,-0.154547,-0.318197,-0.137024,-0.053372,0.052498,0.083633,0.010361,0.007564,0.029496,0.014687,0.011718,0.041941,0.013817,0.006821,0.009171,0.005276,0.015616,0.006634,0.023560,0.010351,0.013478,0.088779,0.018732,0.033527,0.111507,0.004668,0.018474,0.739365,0.394037,0.321403,0.300349,0.255436,0.270565,0.300229,0.312175,0.333320,0.403312,0.322632,0.288810,0.247269,0.010305,0.009050,0.028014,0.017996,0.011692,0.039185,0.011278,0.009739,0.011444,0.005616,0.014857,0.009567,0.011536,200.000000,0.122581,classical_w
0.057364,0.014752,3.191511,0.105537,0.136128,0.538224,0.005454,0.091186,-25.401174,1.245174,-0.062758,0.276662,-0.029241,0.135740,-0.264501,0.056411,0.453420,0.036111,-0.317751,0.219006,-0.044520,0.026171,0.012158,0.036528,0.005075,0.011646,0.002604,0.047572,0.002598,0.005961,0.008119,0.050462,0.002259,0.029826,0.015533,0.011955,0.116927,0.015891,0.027288,0.201248,0.002678,0.026012,1.192974,0.349916,0.278322,0.261304,0.247719,0.214353,0.245533,0.241724,0.208755,0.235236,0.204029,0.206085,0.183815,0.023347,0.014759,0.028193,0.004943,0.009799,0.003061,0.042772,0.002498,0.005516,0.007849,0.032582,0.002071,0.013169,200.000000,0.156250,classical_w
0.100877,0.047105,3.227833,0.156241,0.145085,1.173542,0.002532,0.184093,-22.211121,0.989661,0.968844,0.146841,0.280324,0.314264,0.008130,0.189873,0.075159,0.153508,0.076677,-0.016759,-0.013518,0.014912,0.004122,0.043028,0.004285,0.021078,0.006194,0.039911,0.001462,0.002530,0.009694,0.030934,0.006072,0.021593,0.023493,0.013287,0.062979,0.019341,0.019536,0.229975,0.001038,0.039969,0.335462,0.267395,0.226097,0.242385,0.201758,0.194600,0.203215,0.211558,0.205804,0.206260,0.222665,0.224087,0.200523,0.013619,0.003407,0.036133,0.004058,0.016030,0.004277,0.026829,0.001242,0.002093,0.007826,0.023040,0.005622,0.009026,200.000000,0.113786,metal_w
0.082007,0.040991,3.144804,0.142468,0.144666,0.933709,0.003510,0.141016,-22.457823,1.009747,0.869887,0.412336,0.348788,0.134647,0.097103,0.126625,-0.054240,0.048274,-0.001885,0.178295,-0.060957,0.008947,0.002409,0.053282,0.007533,0.023096,0.007966,0.074511,0.001677,0.003872,0.012729,0.036069,0.002140,0.029070,0.016986,0.010047,0.102850,0.014369,0.017916,0.192995,0.001446,0.031540,0.389871,0.256068,0.238516,0.224993,0.234443,0.223947,0.197345,0.209234,0.199830,0.202198,0.191977,0.188333,0.163731,0.008561,0.002887,0.031631,0.006015,0.018379,0.007599,0.044880,0.002053,0.003079,0.010420,0.023742,0.001765,0.009537,171.428571,0.121951,metal_w
